suite_id,condition,difficulty,passed,total,pass_rate
suite_e,baseline,easy,3,3,100.0
suite_e,baseline,hard,3,3,100.0
suite_e,baseline,medium,3,3,100.0
suite_e,sentinel_helpers,easy,3,3,100.0
suite_e,sentinel_helpers,hard,2,3,66.7
suite_e,sentinel_helpers,medium,3,3,100.0
suite_e,tagged_tuple_helpers,easy,3,3,100.0
suite_e,tagged_tuple_helpers,hard,3,3,100.0
suite_e,tagged_tuple_helpers,medium,3,3,100.0
