suite_id,condition,passed,total,pass_rate,delta_vs_baseline
suite_f,baseline,9,9,100.0,0.0
suite_f,explicit_state_threading,9,9,100.0,0.0
suite_f,immutable_pipeline,9,9,100.0,0.0
suite_f,rebinding_stepwise,9,9,100.0,0.0
